Time,State,Mobility_Type,Q_Observed,Q_V_Shape,Q_Exp,Q_DQQ
18,Arizona,transit_stations_percent_change_from_baseline,-31.2008658,-31.48475319,-33.42881852,-31.32860622
19,Arizona,transit_stations_percent_change_from_baseline,-31.80800866,-31.22213108,-32.89779529,-31.28070114
20,Arizona,transit_stations_percent_change_from_baseline,-31.97467532,-30.95950898,-32.37842856,-31.21452609
21,Arizona,transit_stations_percent_change_from_baseline,-32.37943723,-30.69688687,-31.87046244,-31.13059571
22,Arizona,transit_stations_percent_change_from_baseline,-33.06515152,-30.43426476,-31.37364667,-31.02942465
23,Arizona,transit_stations_percent_change_from_baseline,-33.7508658,-30.17164266,-30.88773651,-30.91152755
24,Arizona,transit_stations_percent_change_from_baseline,-34.08095238,-29.90902055,-30.41249255,-30.77741906
25,Arizona,transit_stations_percent_change_from_baseline,-34.06904762,-29.64639845,-29.94768067,-30.62761384
26,Arizona,transit_stations_percent_change_from_baseline,-33.3547619,-29.38377634,-29.49307188,-30.46262653
27,Arizona,transit_stations_percent_change_from_baseline,-32.68809524,-29.12115423,-29.04844219,-30.28297176
28,Arizona,transit_stations_percent_change_from_baseline,-31.83095238,-28.85853213,-28.61357257,-30.08916421
29,Arizona,transit_stations_percent_change_from_baseline,-30.51666667,-28.59591002,-28.18824877,-29.8817185
30,Arizona,transit_stations_percent_change_from_baseline,-28.83095238,-28.33328792,-27.77226124,-29.66114928
31,Arizona,transit_stations_percent_change_from_baseline,-27.65238095,-28.07066581,-27.36540505,-29.42797121
32,Arizona,transit_stations_percent_change_from_baseline,-27.28333333,-27.8080437,-26.96747976,-29.18269893
33,Arizona,transit_stations_percent_change_from_baseline,-26.98571429,-27.5454216,-26.57828933,-28.92584709
34,Arizona,transit_stations_percent_change_from_baseline,-27.09285714,-27.28279949,-26.19764201,-28.65793033
35,Arizona,transit_stations_percent_change_from_baseline,-26.92619048,-27.02017739,-25.82535027,-28.37946331
36,Arizona,transit_stations_percent_change_from_baseline,-26.3547619,-26.75755528,-25.46123071,-28.09096067
37,Arizona,transit_stations_percent_change_from_baseline,-25.94047619,-26.49493317,-25.10510393,-27.79293705
38,Arizona,transit_stations_percent_change_from_baseline,-25.78571429,-26.23231107,-24.75679449,-27.48590711
39,Arizona,transit_stations_percent_change_from_baseline,-25.02380952,-25.96968896,-24.41613079,-27.17038548
40,Arizona,transit_stations_percent_change_from_baseline,-24.72619048,-25.70706686,-24.08294499,-26.84688683
41,Arizona,transit_stations_percent_change_from_baseline,-24.42857143,-25.44444475,-23.75707295,-26.51592579
42,Arizona,transit_stations_percent_change_from_baseline,-23.76190476,-25.18182264,-23.43835412,-26.17801701
43,Arizona,transit_stations_percent_change_from_baseline,-23.7047619,-24.91920054,-23.12663149,-25.83367515
44,Arizona,transit_stations_percent_change_from_baseline,-23.37619048,-24.65657843,-22.82175148,-25.48341484
45,Arizona,transit_stations_percent_change_from_baseline,-23.40541126,-24.39395633,-22.52356389,-25.12775074
46,Arizona,transit_stations_percent_change_from_baseline,-23.34588745,-24.13133422,-22.23192181,-24.76719748
47,Arizona,transit_stations_percent_change_from_baseline,-23.21493506,-23.86871211,-21.94668156,-24.40226973
48,Arizona,transit_stations_percent_change_from_baseline,-22.81017316,-23.60609001,-21.66770262,-24.03348212
49,Arizona,transit_stations_percent_change_from_baseline,-22.48874459,-23.3434679,-21.39484754,-23.66134931
50,Arizona,transit_stations_percent_change_from_baseline,-21.97445887,-23.0808458,-21.1279819,-23.28638593
51,Arizona,transit_stations_percent_change_from_baseline,-21.7030303,-22.81822369,-20.86697423,-22.90910664
52,Arizona,transit_stations_percent_change_from_baseline,-21.33939394,-22.55560158,-20.61169593,-22.53002609
53,Arizona,transit_stations_percent_change_from_baseline,-21.04069264,-22.29297948,-20.36202125,-22.14965892
54,Arizona,transit_stations_percent_change_from_baseline,-20.69545455,-22.03035737,-20.11782717,-21.76851978
55,Arizona,transit_stations_percent_change_from_baseline,-20.60021645,-21.76773527,-19.87899339,-21.38712332
56,Arizona,transit_stations_percent_change_from_baseline,-20.43354978,-21.50511316,-19.64540225,-21.00598418
57,Arizona,transit_stations_percent_change_from_baseline,-19.9478355,-21.24249105,-19.41693867,-20.62561701
58,Arizona,transit_stations_percent_change_from_baseline,-19.3478355,-20.97986895,-19.19349009,-20.24653645
59,Arizona,transit_stations_percent_change_from_baseline,-18.52748918,-20.71724684,-18.97494643,-19.86925717
60,Arizona,transit_stations_percent_change_from_baseline,-18.48852814,-20.45462474,-18.76120002,-19.49429379
61,Arizona,transit_stations_percent_change_from_baseline,-17.90519481,-20.19200263,-18.55214555,-19.12216098
62,Arizona,transit_stations_percent_change_from_baseline,-16.65519481,-19.92938052,-18.34768004,-18.75337337
63,Arizona,transit_stations_percent_change_from_baseline,-15.51233766,-19.66675842,-18.14770275,-18.38844562
64,Arizona,transit_stations_percent_change_from_baseline,-14.62662338,-19.40413631,-17.95211515,-18.02789236
65,Arizona,transit_stations_percent_change_from_baseline,-13.75519481,-19.14151421,-17.7608209,-17.67222826
66,Arizona,transit_stations_percent_change_from_baseline,-13.90021645,-18.8788921,-17.57372575,-17.32196795
67,Arizona,transit_stations_percent_change_from_baseline,-14.33787879,-18.61626999,-17.39073752,-16.97762608
68,Arizona,transit_stations_percent_change_from_baseline,-14.56406926,-18.35364789,-17.21176606,-16.63971731
69,Arizona,transit_stations_percent_change_from_baseline,-15.18311688,-18.09102578,-17.03672321,-16.30875627
70,Arizona,transit_stations_percent_change_from_baseline,-16.3021645,-17.82840368,-16.86552271,-15.98525761
71,Arizona,transit_stations_percent_change_from_baseline,-16.71645022,-17.56578157,-16.69808024,-15.66973599
72,Arizona,transit_stations_percent_change_from_baseline,-17.24502165,-17.30315947,-16.5343133,-15.36270605
73,Arizona,transit_stations_percent_change_from_baseline,-17.07619048,-17.04053736,-16.3741412,-15.06468243
74,Arizona,transit_stations_percent_change_from_baseline,-16.32142857,-16.77791525,-16.21748504,-14.77617979
75,Arizona,transit_stations_percent_change_from_baseline,-16.13095238,-16.51529315,-16.06426764,-14.49771276
76,Arizona,transit_stations_percent_change_from_baseline,-16.02380952,-16.25267104,-15.91441351,-14.22979601
77,Arizona,transit_stations_percent_change_from_baseline,-15.57142857,-15.99004894,-15.76784883,-13.97294416
78,Arizona,transit_stations_percent_change_from_baseline,-15.01428571,-15.72742683,-15.62450139,-13.72767189
79,Arizona,transit_stations_percent_change_from_baseline,-14.34285714,-15.46480472,-15.48430056,-13.49449382
80,Arizona,transit_stations_percent_change_from_baseline,-14.09285714,-15.20218262,-15.34717728,-13.2739246
81,Arizona,transit_stations_percent_change_from_baseline,-13.89047619,-14.93956051,-15.213064,-13.06647889
82,Arizona,transit_stations_percent_change_from_baseline,-14.00952381,-14.67693841,-15.08189463,-12.87267133
83,Arizona,transit_stations_percent_change_from_baseline,-13.93809524,-14.4143163,-14.95360457,-12.69301657
84,Arizona,transit_stations_percent_change_from_baseline,-13.95,-14.15169419,-14.82813059,-12.52802926
85,Arizona,transit_stations_percent_change_from_baseline,-13.43571429,-13.88907209,-14.7054109,-12.37822403
86,Arizona,transit_stations_percent_change_from_baseline,-12.70714286,-13.62644998,-14.58538502,-12.24411555
87,Arizona,transit_stations_percent_change_from_baseline,-12.58809524,-13.36382788,-14.46799383,-12.12621845
88,Arizona,transit_stations_percent_change_from_baseline,-12.6,-13.10120577,-14.35317949,-12.02504739
89,Arizona,transit_stations_percent_change_from_baseline,-12.15952381,-12.83858366,-14.24088544,-11.94111701
90,Arizona,transit_stations_percent_change_from_baseline,-11.86190476,-12.57596156,-14.13105636,-11.87494196
91,Arizona,transit_stations_percent_change_from_baseline,-11.4452381,-12.31333945,-14.02363813,-11.82703688
92,Arizona,transit_stations_percent_change_from_baseline,-11.55952381,-12.05071735,-13.91857784,-11.79791642
93,Arizona,transit_stations_percent_change_from_baseline,-11.78809524,-11.78809524,-13.81582373,-11.78809524
94,Arizona,transit_stations_percent_change_from_baseline,-11.81190476,-11.52547313,-13.71532517,-11.78809524
95,Arizona,transit_stations_percent_change_from_baseline,-11.42337662,-11.26285103,-13.61703266,-11.78809524
96,Arizona,transit_stations_percent_change_from_baseline,-11.63766234,-11.00022892,-13.52089776,-11.78809524
97,Arizona,transit_stations_percent_change_from_baseline,-12.00670996,-10.73760682,-13.42687312,-11.78809524
98,Arizona,transit_stations_percent_change_from_baseline,-12.38766234,-10.47498471,-13.33491241,-11.78809524
99,Arizona,transit_stations_percent_change_from_baseline,-12.78766234,-10.2123626,-13.24497034,-11.78809524
100,Arizona,transit_stations_percent_change_from_baseline,-13.30194805,-9.949740498,-13.15700258,-11.78809524
101,Arizona,transit_stations_percent_change_from_baseline,-13.18290043,-9.687118392,-13.07096579,-11.78809524
102,Arizona,transit_stations_percent_change_from_baseline,-13.27380952,-9.424496286,-12.98681761,-11.78809524
103,Arizona,transit_stations_percent_change_from_baseline,-13.06385281,-9.16187418,-12.90451655,-11.78809524
104,Arizona,transit_stations_percent_change_from_baseline,-12.66450216,-8.899252074,-12.82402209,-11.78809524
105,Arizona,transit_stations_percent_change_from_baseline,-12.6525974,-8.636629968,-12.74529456,-11.78809524
106,Arizona,transit_stations_percent_change_from_baseline,-14.4525974,-8.374007863,-12.66829518,-11.78809524
107,Arizona,transit_stations_percent_change_from_baseline,-15.12402597,-8.111385757,-12.59298601,-11.78809524
108,Arizona,transit_stations_percent_change_from_baseline,-15.41948052,-7.848763651,-12.51932995,-11.78809524
109,Arizona,transit_stations_percent_change_from_baseline,-16.10779221,-7.586141545,-12.44729072,-11.78809524
110,Arizona,transit_stations_percent_change_from_baseline,-16.93896104,-7.323519439,-12.37683282,-11.78809524
111,Arizona,transit_stations_percent_change_from_baseline,-17.69545455,-7.060897333,-12.30792153,-11.78809524
112,Arizona,transit_stations_percent_change_from_baseline,-18.42164502,-6.798275227,-12.24052292,-11.78809524
113,Arizona,transit_stations_percent_change_from_baseline,-17.15021645,-6.535653121,-12.17460378,-11.78809524
0,Arkansas,transit_stations_percent_change_from_baseline,0.568367347,0,2.898036577,0
1,Arkansas,transit_stations_percent_change_from_baseline,-0.479251701,-1.522634186,0.218144021,-0.179236047
2,Arkansas,transit_stations_percent_change_from_baseline,-2.471088435,-3.045268373,-2.33614056,-0.696460069
3,Arkansas,transit_stations_percent_change_from_baseline,-4.528231293,-4.567902559,-4.770704479,-1.520945885
4,Arkansas,transit_stations_percent_change_from_baseline,-5.732312925,-6.090536746,-7.091159105,-2.621967318
5,Arkansas,transit_stations_percent_change_from_baseline,-7.584693878,-7.613170932,-9.302852802,-3.968798186
6,Arkansas,transit_stations_percent_change_from_baseline,-9.47755102,-9.135805119,-11.41088325,-5.530712311
7,Arkansas,transit_stations_percent_change_from_baseline,-12.0537415,-10.65843931,-13.4201092,-7.276983513
8,Arkansas,transit_stations_percent_change_from_baseline,-14.29183673,-12.18107349,-15.33516168,-9.176885612
9,Arkansas,transit_stations_percent_change_from_baseline,-15.62857143,-13.70370768,-17.16045463,-11.19969243
10,Arkansas,transit_stations_percent_change_from_baseline,-18.82857143,-15.22634186,-18.90019515,-13.31467779
11,Arkansas,transit_stations_percent_change_from_baseline,-21.01904762,-16.74897605,-20.55839311,-15.4911155
12,Arkansas,transit_stations_percent_change_from_baseline,-22.36666667,-18.27161024,-22.13887046,-17.69827939
13,Arkansas,transit_stations_percent_change_from_baseline,-24.89047619,-19.79424442,-23.64527001,-19.90544329
14,Arkansas,transit_stations_percent_change_from_baseline,-27.39047619,-21.31687861,-25.08106381,-22.081881
15,Arkansas,transit_stations_percent_change_from_baseline,-29.26190476,-22.8395128,-26.44956121,-24.19686636
16,Arkansas,transit_stations_percent_change_from_baseline,-31.0952381,-24.36214698,-27.75391641,-26.21967318
17,Arkansas,transit_stations_percent_change_from_baseline,-30.9452381,-25.88478117,-28.99713579,-28.11957528
18,Arkansas,transit_stations_percent_change_from_baseline,-31.02006803,-27.40741536,-30.18208483,-29.86584648
19,Arkansas,transit_stations_percent_change_from_baseline,-31.74387755,-28.93004954,-31.31149469,-31.4277606
20,Arkansas,transit_stations_percent_change_from_baseline,-31.11292517,-30.45268373,-32.38796851,-32.77459147
21,Arkansas,transit_stations_percent_change_from_baseline,-30.18435374,-31.97531792,-33.41398743,-33.8756129
22,Arkansas,transit_stations_percent_change_from_baseline,-30.26190476,-33.4979521,-34.39191631,-34.70009872
23,Arkansas,transit_stations_percent_change_from_baseline,-31.21428571,-35.02058629,-35.32400915,-35.21732274
24,Arkansas,transit_stations_percent_change_from_baseline,-32.85714286,-36.54322047,-36.2124143,-35.39655879
25,Arkansas,transit_stations_percent_change_from_baseline,-33.90136054,-36.22164925,-35.81700421,-35.38588966
26,Arkansas,transit_stations_percent_change_from_baseline,-33.80612245,-35.90007803,-35.42613083,-35.35421566
27,Arkansas,transit_stations_percent_change_from_baseline,-33.94897959,-35.5785068,-35.03974211,-35.30203693
28,Arkansas,transit_stations_percent_change_from_baseline,-34.21088435,-35.25693558,-34.6577866,-35.22985357
29,Arkansas,transit_stations_percent_change_from_baseline,-34.35714286,-34.93536436,-34.28021342,-35.1381657
30,Arkansas,transit_stations_percent_change_from_baseline,-35.16666667,-34.61379313,-33.90697231,-35.02747344
31,Arkansas,transit_stations_percent_change_from_baseline,-36.21666667,-34.29222191,-33.53801355,-34.89827689
32,Arkansas,transit_stations_percent_change_from_baseline,-35.83571429,-33.97065068,-33.17328802,-34.75107619
33,Arkansas,transit_stations_percent_change_from_baseline,-35.00238095,-33.64907946,-32.81274714,-34.58637143
34,Arkansas,transit_stations_percent_change_from_baseline,-32.3952381,-33.32750824,-32.4563429,-34.40466274
35,Arkansas,transit_stations_percent_change_from_baseline,-32.72857143,-33.00593701,-32.10402784,-34.20645024
36,Arkansas,transit_stations_percent_change_from_baseline,-32.27619048,-32.68436579,-31.75575504,-33.99223403
37,Arkansas,transit_stations_percent_change_from_baseline,-29.6952381,-32.36279457,-31.41147813,-33.76251424
38,Arkansas,transit_stations_percent_change_from_baseline,-28.32380952,-32.04122334,-31.07115126,-33.51779098
39,Arkansas,transit_stations_percent_change_from_baseline,-28.22857143,-31.71965212,-30.73472911,-33.25856437
40,Arkansas,transit_stations_percent_change_from_baseline,-28.57619048,-31.3980809,-30.40216687,-32.98533452
41,Arkansas,transit_stations_percent_change_from_baseline,-31.21904762,-31.07650967,-30.07342026,-32.69860154
42,Arkansas,transit_stations_percent_change_from_baseline,-30.5047619,-30.75493845,-29.74844551,-32.39886556
43,Arkansas,transit_stations_percent_change_from_baseline,-29.95714286,-30.43336722,-29.42719933,-32.08662668
44,Arkansas,transit_stations_percent_change_from_baseline,-30.03809524,-30.111796,-29.10963895,-31.76238504
45,Arkansas,transit_stations_percent_change_from_baseline,-29.84761905,-29.79022478,-28.79572207,-31.42664073
46,Arkansas,transit_stations_percent_change_from_baseline,-29.34761905,-29.46865355,-28.4854069,-31.07989387
